"","X.1","X","ResponseId","Q141_First.Click","Q141_Last.Click","Q141_Page.Submit","Q141_Click.Count","label1_1","label2_1","label3_1","severe","likelihood1","likelihood2","likelihood3","likelihood4","adjustMyTreatment1","adjustMyTreatment2","adjustMyTreatment3","adjustMyTreatment4","concernsOpen","treat1_1","treat2_1","treatSum_1","treatAvg_1","treatmentWhy_1","initiative_1","exaggerate_1","honest_1","clearer_1","givingUp_1","lazy_1","motivated_1","healthImproves_1","attributions_1","treat1_2","treat2_2","treatSum_2","treatAvg_2","treatmentWhy_2","initiative_2","exaggerate_2","honest_2","clearer_2","givingUp_2","lazy_2","motivated_2","healthImproves_2","attributions_2","moveForwardOpen","label1_2","label2_2","label3_2","ladderDave","insurance_Patient","incomeDave","ed_Patient","manipulationCheck","healthLit_Patient","perspective1","perspective2","perspective3","perspective4","perspective5","perspective6","age_Self","gender_Self","gender_5_TEXT","race_Self","race_6_TEXT","race_7_TEXT","ladder_Self","income_Self","incomeYouth","ed_Own","ed_Dad","ed_Mom","politics_Self","telemed","patient","conditionRace","conditionSES","likelihood2Recode","likelihood3Recode","bias","raceFactor","incomeFactor","edParent","treatRecode1_1","treatRecode2_1","treatRecode1_2","treatRecode2_2","study","Duration..in.seconds.","Finished","RecordedDate","patientId_1","feelingTherm_1_1","feelingTherm_1_2","feelingTherm_1_3","feelingTherm_1_4","feelingTherm_1_5","feelingTherm_1_6","feelingTherm_1_7","feelingTherm_1_8","feelingTherm_1_9","feelingTherm_1_10","feelingTherm_1_11","therm_1","therm_2","therm_3","therm_4","therm_5","therm_6","therm_7","therm_8","therm_9","therm_10","therm_11","feelingTherm","incapable_1","deserve_1","difficult_1","busy_1","intelligent_1","notes_1","incapable_2","deserve_2","difficult_2","busy_2","intelligent_2","notes_2","ladder_Patient","income_Patient","idRecall_1","idRecall_2","idRecall_3","load_Effort_1","load_Difficulty_1","gender_Self_5_TEXT","race_Self_6_TEXT","race_Self_7_TEXT","income_Youth","Patient2Name","Condition","Patient2","aid","cogLoad","loadCondition","manipulationCheck_m","manipulationCheck_f","Gender","SES","jobTitle","jobTitle_6_TEXT","specialtyField","ladder_Childhood","politics_Own","yearsWork_1","specialty","jobTitle.1","yearsWorkCurrent_1","workWhere","workInsurancePercent_1","trainingDegree","trainingWhere","trainingWhere_US","trainingWhere_notUS","ref","Race"
"947",947,NA,"R_2B9RTKZsu3FdRoC",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"Not enough information on severity. Aldo, first line option ",3,3,4,NA,1,3,3,5,4,7,8,2,1,"He didn't try them yet. ",4,3,4,NA,1,3,2,5,3,"Ask how they have responded to treatment for this pain before and whether he found anything helpful.",NA,NA,NA,NA,3,NA,2,NA,4,4,2,2,4,2,4,36,"Female",NA,4,NA,NA,8,7,NA,NA,1,1,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,858,1,"2023-08-29 11:08:48",NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,3,4,3,3,3,"Low back pain, unable to try initial regimen. Return with same pain and suggested first line topical and oral analgesic.",4,4,4,3,3,"Initial regimen suggested has not been attempted. ",5,3,NA,NA,NA,NA,NA,"","","",2,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","MD",NA,1,3,1,6,"Family Medicine ","Attending ",6,NA,92,"MD",1,33,"",486314117,"White"
"948",948,NA,"R_yPbQbsRTqZIsaWd",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"mild pain treated with first line meds",5,2,5,NA,1,1,2,5,2,7,8,2,1,"Tx has not been tried",4,2,5,NA,1,2,2,5,2,"re-emphasize treatment if he wants to feel better",NA,NA,NA,NA,2,NA,2,NA,4,2,3,2,4,3,3,69,"Female",NA,1,NA,NA,8,6,NA,NA,4,4,NA,4,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,2845,1,"2023-08-29 11:11:24",NA,"Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,8,0,0,0,8,1,4,2,4,4,"Mild back pain
busy lifestyle
Has not tried any treatment",2,5,2,4,4,"need to understand the pain and motivation for improvement
discuss time needed to treat
discuss importance of treatment",3,2,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","MD",NA,1,7,4,41,"Fam Med","Dr",3,NA,90,"MD",1,39,"",486311946,"White"
"949",949,NA,"R_bJztxDnYouQDaNP",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"supported by current LBP guidelines",5,3,4,NA,1,1,1,5,1,7,8,2,1,"supported by current guidelines and patient did. not implement before",5,3,2,NA,4,1,1,5,1,"I would offer PT and an office visit ",NA,NA,NA,NA,1,NA,2,NA,4,2,2,2,4,2,4,64,"Male",NA,1,NA,NA,8,7,NA,NA,4,2,NA,3,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,810,1,"2023-08-29 11:15:09",NA,"Off","Off","Off","Off","Off","On","Off","Off","Off","Off","Off",0,0,0,0,5,0,0,0,0,0,0,5,1,5,4,3,3,"symptoms unchanged, recommended trial of therapy not done, repeat recommendations and follow up",1,5,4,3,3,"Unable to implement recommendations, complaints unchanged, needs in person help and evaluation",5,3,NA,NA,NA,NA,NA,"","","",6,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","MD",NA,1,7,6,29,"Family Medicine","Physician M.D.",29,NA,97,"postgraduate degree",1,28,"",486314129,"White"
"950",950,NA,"R_vPOmQ9aGUkDB3rz",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"I always start with basics",5,3,5,NA,1,2,1,5,3,7,8,2,1,"I still want the patient to try basics first and my recommendations",1,3,3,NA,4,4,1,3,1,"let him know that I cannot help him, unless he is willing to participate in his own healthcare",NA,NA,NA,NA,5,NA,1,NA,1,2,2,1,5,1,4,58,"Male",NA,1,NA,NA,6,6,NA,NA,4,4,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,1576,1,"2023-08-29 11:30:55",NA,"Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,9,0,0,9,1,3,1,3,3,"Patient has not tried basic medications
Patient has not followed basic instructions
Patient does not seem fully motivated to change behaviors yet",3,3,3,3,3,"1.  Patient is unmotivated
2.  Patient does not seem interested in self-care
3.  Patient has not tried basic medications yet.",3,3,NA,NA,NA,NA,NA,"","","",3,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","MD",NA,1,3,3,31,"Family Medicine","Physician",31,NA,93,"Doctorate",1,15,"",486311023,"White"
"951",951,NA,"R_3p52bJNEhoIKQIY",NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,4,2,"Is the best option",5,2,5,NA,2,5,3,5,2,1,3,7,3.5,"Because the patient does not show improvement",5,3,5,NA,2,5,2,5,2,"Refer to neurosurgeon",NA,NA,NA,NA,1,NA,3,NA,6,4,5,4,2,5,3,47,"Female",NA,1,NA,NA,8,5,NA,NA,4,3,NA,5,NA,"White","High SES",NA,NA,NA,NA,NA,NA,2,2,4,3,4,1868,1,"2023-08-29 11:30:57",NA,"Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On",0,0,0,0,0,0,0,0,0,0,11,11,3,5,5,5,5,"Dave does not follow medical recommendations.                                                 
Dave has a chronic problem                                                                                    
The clinical case is complicated",5,5,5,5,4,"Not much improvement with opioid analgesics                                                            
Dave needs evaluation by the neurosurgeon                                                               Dave is a difficult patient",5,4,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","MD",NA,1,7,6,21,"Family Medicine","MD",13,NA,51,"Doctoral degree",1,10,"",486314542,"White"
"952",952,NA,"R_XYgFaZWibF13uXD",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"Dave’s pain is mild and dull.",5,3,5,NA,2,2,2,4,3,5,6,4,2,"The prior pain treatment modalities were not effective therefore stronger analgesics may be attempted.",5,3,4,NA,3,3,2,4,2,"Thoracic and lumbar x-ray to determine if there is an underlying organic pathology. Physical therapy to strengthen his back muscles.",NA,NA,NA,NA,3,NA,2,NA,3,2,2,3,4,1,2,40,"Male",NA,1,NA,NA,5,6,NA,NA,2,2,NA,4,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,2,2,4,1252,1,"2023-08-29 11:36:06",NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,3,5,3,4,3,"Dave presented for left-sided, full back pain. Topical lidocaine and Tylenol that were prescribed were not tried by Dave because he was too busy. Tramadol and Hydrocodone were two options selected during his return visit.",3,5,3,4,3,"Dave’s presented for left-sided, full back pain. Pain medications listed on the chart were prescribed. Dave said he was too busy to attempt the medication regimen prescribed.",5,3,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","RN",NA,1,4,6,16,"Medical-Surgical Registered Nurse","Registered Nurse",4,NA,34,"Bachelor of Science in Nursing",1,5,"",485512414,"White"
"953",953,NA,"R_6Pdcl0mDg2IlAHL",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"No one jet vital signs to show acuity",5,3,4,NA,2,1,3,5,5,7,8,2,1,"No other testing or vital signs to consider",5,3,5,NA,4,3,2,5,5,"Get labs and testing",NA,NA,NA,NA,4,NA,2,NA,4,4,2,2,4,2,5,54,"Male",NA,2,NA,NA,8,4,NA,NA,4,1,NA,4,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,702,1,"2023-08-29 11:42:17",NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,1,5,3,3,3,"Persistent pain with no treatment to date. Needs further labs and testing",3,5,4,3,4,"Not compliant. Get labs and testing for diagnoatics",3,3,NA,NA,NA,NA,NA,"","","",3,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","MD",NA,1,3,6,24,"Family medicine","Clinician",23,NA,63,"Doctorate",1,36,"",486314694,"White"
"954",954,NA,"R_3Rq2ldfTnyc3cax",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"young patient with back pain will probably respond to local treatment and Tylenol",5,1,5,NA,1,2,2,5,5,7,8,2,1,"patient has not followed through the previous recommendation",5,1,5,NA,1,2,1,5,2,"Ask him to make an in office appointment",NA,NA,NA,NA,1,NA,3,NA,5,2,2,2,3,2,4,61,"Female",NA,2,NA,NA,8,7,NA,NA,3,2,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,2232,1,"2023-08-29 11:50:56",NA,"Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,9,0,0,9,1,5,1,5,4,"tylenol for pan
Lidocaine patches for pain
Physical therapy 3x week for 6 weeks
X ray of spine",1,5,4,5,5,"non compliant with treatment.
start PT
Schedule an in office appointment",7,5,NA,NA,NA,NA,NA,"","","",3,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","MD",NA,1,4,4,35,"family practice","Physician",21,NA,96,"MD",1,33,"",486314729,"White"
"955",955,NA,"R_3g0gK0geONOZnq4",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"Mild dull back pain- can be managed by Tylenol and topical pain medication and muscle relaxants. ",4,2,5,NA,1,2,2,5,5,5,6,4,2,"Tramadol or Hydrocodone can be used to treat his dull pain due to shorter half life of 7-9 hours, so decreased risk of dependence.  ",5,4,5,NA,1,3,1,5,2,"Check with Dave the reason for not following the prescribed treatments. Recommend that Dave be seen for an in person exam and evaluation of his back pain.  ",NA,NA,NA,NA,4,NA,2,NA,3,2,4,2,4,2,4,49,"Female",NA,5,NA,NA,7,7,NA,NA,2,3,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,2,2,4,1306,1,"2023-08-29 11:52:08",NA,"Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,8,0,0,0,8,2,4,2,4,4,"33 y/o male with dull aching back pain, did not try Acetaminophen & Lidocaine as prescribed. Pain persisted at follow up visit- Prescribed Tramadol & Hydrocodone. Warning signs for immediate follow up discussed. ",3,4,4,4,3,"33 y/o Dave with dull aching back pain. 
Non compliant with prescribed treatments. 
Advised Referral to In person exam with PCP or local urgent care for evaluation and treatment. ",3,2,NA,NA,NA,NA,NA,"","","",7,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","MD",NA,1,9,5,17,"Family Medicine","MD",14,NA,70,"Doctorate Degree",1,5,"",486313611,"White"
"956",956,NA,"R_ykeFS4ozdcBbbFL",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,3,1.5,"opiods not for backpain",5,3,3,NA,1,2,3,5,5,6,8,3,1.5,"cannot use opiods for backpain",5,3,4,NA,2,3,2,5,5,"recommend referral",NA,NA,NA,NA,4,NA,3,NA,4,2,2,2,4,2,4,44,"Male",NA,6,NA,NA,6,5,NA,NA,2,3,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,2,1,2,1,4,684,1,"2023-08-29 12:06:04",NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,3,5,4,3,3,"have had 2 visits . on acetamenophen but no other treatments",3,4,4,3,3,"Still has pain on acetamenophen but not following other recommendations",5,3,NA,NA,NA,NA,NA,"","yes","",4,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","MD",NA,1,5,2,17,"family practice","medical director",6,NA,71,"m.D.",1,14,"",486314083,"White"
"957",957,NA,"R_vBTfo86BDSdczFn",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"PATIENT MADE AN APPOINTMENT, SO PAIN IS NOT THAT SEVERE",4,3,4,NA,1,2,2,3,3,7,8,2,1,"HE DID NOT PARTICIPATE IN INTERVENTIONS SO I CANNOT ADVANCE PAIN MEDS.
NONETHELESS, I CANNOT RX CONTROLLED SUBSTANCES VIA TELEHELATH VISIT",5,3,4,NA,3,3,1,3,3,"REFER TO LIVE VISIT RATHER THAN TELEHEALTH",NA,NA,NA,NA,3,NA,2,NA,3,2,2,2,4,2,4,54,"Female",NA,1,NA,NA,8,7,NA,NA,3,3,NA,5,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,1167,1,"2023-08-29 12:06:34",NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,1,5,3,4,3,"PATIENT RETURNS FOR FOLLOW UP .  UNFORTUNATELY HE HAS NOT BEEN ABLE TO FULLY ACCOMPLISH THE RECOMMENDATIONS FROM PREVIOUS VISIT.  PAIN HAS NOT IMPROVED ",1,4,3,3,3,"DAVE RETURNS FOR FOLLOW UP.  PAIN HAS NOT IMPROVED.  DAVE HAS NOT BEEN ABLE TO PARTICIPATE IN THE RECOMMENDATIONS FROM THE PAST 2 VISITS",5,4,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","MD",NA,1,3,6,27,"FAMILY MEDICINE","PHYSICIAN ",26,NA,71,"DOCTORATE",1,10,"",486310657,"White"
"958",958,NA,"R_3iQYYGG50t7bLvC",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"I would start with over-the-counter pain relief measures and have patient reach out to office if pain continues to further work up appropriately with lab work and tests, to allow for diagnosis and treatment plan. ",4,3,5,NA,1,1,4,5,3,7,8,2,1,"Dave needs further education and assessment that he understands the treatment plan. Dave needs to be instructed that the next line of health, improvement is for him to carry out the recommended treatment and to follow up sooner if worsens or does not improve with treatment as outlined. ",4,1,5,NA,1,1,3,5,3,"Ask Dave to make in in office appointment to allow for assessment, physical and complete Point of care testing if needed. Had care manager assist with assessing social determinants of health and health literacy. proceed with treatment plan, once able to meet patient on their level as long as findings are not acute and severe",NA,NA,NA,NA,2,NA,2,NA,4,3,3,2,4,3,4,53,"Female",NA,1,NA,NA,6,5,NA,NA,2,2,NA,3,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,2177,1,"2023-08-29 12:09:00",NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,3,5,3,3,3,"patient with ongoing dull left back pain. 
recommended to trial acetaminophen and lidocaine patches.
upon second telehealth visit, patient has not yet started with treatment recommendations. patient provided with education and to begin treatment plan, acetaminophen and lidocaine patches as discussed. prescriptions sent to pharmacy. 
patient to call office for follow up visit if pain worsens or continues. next appointment should be face to face for physical exam to assess pain. ",4,5,1,3,3,"Patient with ongoing dull left side back pain, has been ongoing for at least 4 weeks. patient is recommended treating with acetaminophen and lidocaine patches, Patient has not yet started with treatment plan that was recommended. patient to return call to office to schedule appointment if pain continues or worsens after starting treatment. ",5,3,NA,NA,NA,NA,NA,"","","",3,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","RN",NA,1,4,4,31,"RN care manager, family medicine","RN care manager",6,NA,72,"BSN",1,36,"",485512196,"White"
"959",959,NA,"R_ymfvly4x4ys6dep",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"The WHO pain ladder states that one should use the mildest forms of treatment first, and then work your way up the ladder gradually, and only if needed.  ",4,2,5,NA,2,3,2,4,5,7,8,2,1,"Because I do not wish to prescribe him controlled drugs due to their abuse potential.  I would prefer the OTC remedies, and to get him enrolled in a physical therapy program for his back pain.  ",5,3,4,NA,4,2,1,3,2,"Ask him why he is not following our recommendations. ",NA,NA,NA,NA,3,NA,2,NA,3,4,4,3,2,4,1,44,"Male",NA,2,NA,NA,9,7,NA,NA,3,3,NA,5,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,3503,1,"2023-08-29 12:21:13",NA,"Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,9,0,0,9,2,4,1,3,3,"Dave is a middle aged male patient with unexplained sudden onset left sided low back pain.  He was initially told to try OTC Tylenol and given Lidocaine Patches.  Pt did not follow these recommendations, and now his back pain has gotten worse.  ",2,2,4,3,2,"Dave has not followed our advice over the past 3 visits, and his condition has not improved. He continues to experience left sided low back pain, and I am not sure of what his expectations are at this point.  ",5,3,NA,NA,NA,NA,NA,"","","",5,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","MD",NA,1,6,4,15,"Family Medicine","Family Physician and Medical Director",15,NA,90,"Doctor of Osteopathic Medicine",1,31,"",486313260,"White"
"960",960,NA,"R_OAIn1bEajiKGwsF",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"From the limited info provided and with this apparently the first ""visit"" for back pain, I would choose to follow the pain guidelines and choose medication(s) that are likely to resolve the pain and have the lowest side-effect profile.",5,3,5,NA,4,4,2,5,2,7,8,2,1,"My next choice, a NSAID, is not available 
Also, a referral to Physical Therapy is not available to choose
As Dave has not carried out his portion of the physician-patient contract I would be very hesitant to increase the risk of medications prescribed.",5,3,5,NA,4,4,1,5,2,"Ask what Dave needs in order to follow through with recommended care; consider referral to PT; consider face-to-face appointment.",NA,NA,NA,NA,2,NA,2,NA,3,2,2,2,4,2,2,56,"Male",NA,1,NA,NA,8,7,NA,NA,3,3,NA,5,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,1488,1,"2023-08-29 13:08:40",NA,"Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,7,0,0,0,0,7,1,5,4,3,3,"Dave states no relief of his back pain after three weeks
Dave has not followed through and done the recommended therapy suggestions he agreed to perform at the first visit
The pain apparently has not worsened",1,5,4,3,3,"Dave's back pain has not improved after two three-week intervals of treatment
Dave has again failed to follow through with recommended treatment as he states that it ""slipped my mind""
Dave will probably need a more structured program of care if he fails to improve.",3,2,NA,NA,NA,NA,NA,"","","",3,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","MD",NA,1,6,6,26,"Family Practice","Physician",26,NA,91,"MD",1,23,"",486313811,"White"
"961",961,NA,"R_1ZhWNFdMGSyKS9b",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"Mild pain, likely MSK in nature. No need for opioids .",4,3,5,NA,1,2,3,5,2,7,8,2,1,"There are still no red-flag symptoms of back pain so would treat with same regimen but encourage adherence",4,4,3,NA,3,4,2,4,2,"I'd recommend Dave try the prescrbed treatments and also ask if it's bothering him this much, why he hasn't tried the treatments? I'd also educate that backpain can persist for 2-3 months if due to MSK causes.",NA,NA,NA,NA,2,NA,3,NA,4,3,2,2,3,2,2,34,"Male",NA,1,NA,NA,8,7,NA,NA,1,3,NA,3,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,7546,1,"2023-08-29 13:18:26",NA,"Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,8,0,0,0,8,1,5,3,3,4,"Patient was instructed to start on medication (Tylenol and lidocaine gel)
Pt was unable to follow regimen due to how busy he was.
Recommend adherence to prescribed treatment, no opioids at this time due to no red;flag symptoms.",3,4,3,3,3,"2nd visit with Dave, still no improvement in pain.
Pt has still not utilized prescribed treatments, encouraged and educated about back pain;
Will see back in 3-4 weeks to see if there is improvement. ",5,4,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","MD",NA,1,6,5,9,"FM","Family Medicine Physician",6,NA,41,"Doctor of Medicine",1,15,"",486314768,"White"
"962",962,NA,"R_1P1tqKFd9PPHVb2",NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"Start with the least invasive management. Also opioids are not indicated for back pain in this scenario.",4,3,5,NA,1,3,3,5,3,7,8,2,1,"He hasn´t tried the recommendations, and I haven´t looked for ways to make it easier for him to try them yet.",4,3,5,NA,1,3,3,5,3,"Ask about barriers to receiving care.",NA,NA,NA,NA,4,NA,2,NA,4,2,2,3,3,3,3,30,"Female",NA,6,NA,NA,8,5,NA,NA,4,3,NA,5,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,827,1,"2023-08-29 13:29:45",NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,3,5,3,3,3,"33 year old man presenting for follow-up with chronic lower left sided back pain
Currently experiencing lack of time as a barrier to receiving treatment with first-line medications.
Has yet to try anything to improve pain",3,5,3,3,3,"33 year old man presenting for second follow-up visit for chronic low left sided back pain
Experiencing time as a barrier to receiving care
Now also not remembering to attempt recommendations for palliation",5,3,NA,NA,NA,NA,NA,"","White, black","",7,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","MD",NA,1,8,2,3,"Family Medicine","FM Physician",3,NA,70,"DO",1,33,"",486313958,"White"
"963",963,NA,"R_3JEMyuzz42SJMm8",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"Do not want to mask a pain I for which I haven identified the etiology.",4,2,5,NA,2,4,2,4,1,7,8,2,1,"Need to define where pain is coming from",4,1,4,NA,1,4,2,4,1,"Get more history on pain, fever or other aches, onset of symptoms, aggravating or reliving factors. Prior hx of same? ",NA,NA,NA,NA,3,NA,2,NA,3,3,2,2,3,3,3,64,"Male",NA,1,NA,NA,9,5,NA,NA,3,3,NA,1,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,890,1,"2023-08-29 14:14:41",NA,"Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,9,0,0,9,1,5,3,3,4,"Patient stated some pain in his lower back for an undefined period of time. Conservative measures including lidocaine patch and acetaminophen were recommended, but we’re not initiated by the patient. Patient then called back a couple weeks later reporting pain is persisting. No step up of treatment was initiated at this time..",1,4,2,2,4,"Patient reports pain processing over the past several weeks, but not to the point where he has adhered to treatment recommended. Conservative treatment was recommended. Will re-recommend that at this time and reassess.
",4,3,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","MD",NA,1,7,2,37,"Family practice ","Physician",37,NA,95,"Graduate level",1,31,"",486312701,"White"
"964",964,NA,"R_3oNrqvXF87hLxYF",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"Evidence based medical decision for back pain",4,3,4,NA,1,1,3,5,3,7,8,2,1,"Same as before. Patient needs trial conservative measures ",4,3,4,NA,1,1,3,5,3,"Discuss barriers ",NA,NA,NA,NA,2,NA,3,NA,4,3,2,2,3,3,3,36,"Female",NA,1,NA,NA,8,5,NA,NA,3,3,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,984,1,"2023-08-29 14:21:54",NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,1,4,3,3,4,"'-patient to initiate acetaminophen and lidocaine 
-trial of conservative measures 
-follow up in 2 weeks or sooner if worsening ",3,4,3,3,3,"'-Patient has not yet started acetaminophen or lidocaine
-discussed barriers to treatment plan
-will schedule acetaminophen using pill box and reminders on phone 
-start stretches daily 
-ruled out other causes including but not limited to pyelo, fracture ",7,4,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","MD",NA,1,7,4,12,"Primary care","MD",7,NA,70,"MD",1,46,"",485518902,"White"
