"","X","ResponseId","Q141_First.Click","label2_1","label3_1","severe","likelihood1","likelihood2","likelihood3","likelihood4","adjustMyTreatment1","adjustMyTreatment2","adjustMyTreatment3","adjustMyTreatment4","concernsOpen","moveForwardOpen","label1_2","label2_2","label3_2","ladderDave","insurance_Patient","incomeDave","ed_Patient","manipulationCheck","healthLit_Patient","perspective1","perspective2","perspective3","perspective4","perspective5","perspective6","age_Self","gender_Self","gender_5_TEXT","race_Self","race_6_TEXT","race_7_TEXT","ladder_Self","income_Self","incomeYouth","ed_Own","ed_Dad","ed_Mom","politics_Self","telemed","patient","conditionRace","conditionSES","likelihood2Recode","likelihood3Recode","bias","raceFactor","incomeFactor","edParent","treatRecode1_1","treatRecode2_1","treatRecode1_2","treatRecode2_2","strike","treat1","treat2","treatSum","treatAvg","treatmentWhy","initiative","exaggerate","honest","clearer","givingUp","lazy","motivated","healthImproves","attributions","zScoreIncome","zScoreEd","objectiveSES","zScoreIncomeDave","zScoreEdDave","objectiveSESDave","adjust","perspective","study","Duration..in.seconds.","Finished","RecordedDate","patientId_1","feelingTherm_1_1","feelingTherm_1_2","feelingTherm_1_3","feelingTherm_1_4","feelingTherm_1_5","feelingTherm_1_6","feelingTherm_1_7","feelingTherm_1_8","feelingTherm_1_9","feelingTherm_1_10","feelingTherm_1_11","therm_1","therm_2","therm_3","therm_4","therm_5","therm_6","therm_7","therm_8","therm_9","therm_10","therm_11","feelingTherm","ladder_Patient","income_Patient","idRecall_1","idRecall_2","idRecall_3","load_Effort_1","load_Difficulty_1","gender_Self_5_TEXT","race_Self_6_TEXT","race_Self_7_TEXT","income_Youth","Patient2Name","Condition","Patient2","aid","cogLoad","loadCondition","incapable","deserve","difficult","busy","intelligent","notes","loadSum","loadMean","manipulationCheck_m","manipulationCheck_f","Gender","SES","jobTitle","jobTitle_6_TEXT","specialtyField","ladder_Childhood","politics_Own","yearsWork_1","specialty","jobTitle.1","yearsWorkCurrent_1","workWhere","workInsurancePercent_1","trainingDegree","trainingWhere","trainingWhere_US","trainingWhere_notUS","ref","Race"
"1497",1497,"R_3HZiO56A2NS8ptf",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Would once again recommend conservative treatments and let him know that he may need to be a bit more proactive in treating his pain if he wants to feel better..",NA,NA,NA,NA,3,NA,3,NA,4,3,4,2,4,3,4,31,"Female",NA,1,NA,NA,7,6,NA,NA,3,2,NA,3,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,1,7,8,2,1,"I need more information, but does not seem to be severe pain, and I would not typically start with opioids for treatment.",4,3,5,NA,2,4,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,5,4,NA,NA,NA,NA,NA,"","","",6,"Dave","WhiteLowMale",NA,NA,NA,NA,2,5,3,4,3,"Recommended again trial of acetaminophen and lidocaine as first options for pain control. 
May need extra encouragement to do these interventions. 
Will discuss further options for diagnostic testing or further treatments after he tries these first treatment recommendations.",NA,NA,1,NA,NA,"Low","NPPA",NA,1,7,3,10,"Family practice ","Nurse practitioner ",5,NA,95,"Masters degree",1,36,"",485511254,"White"
"1498",1498,"R_3HZiO56A2NS8ptf",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Would once again recommend conservative treatments and let him know that he may need to be a bit more proactive in treating his pain if he wants to feel better..",NA,NA,NA,NA,3,NA,3,NA,4,3,4,2,4,3,4,31,"Female",NA,1,NA,NA,7,6,NA,NA,3,2,NA,3,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,2,7,8,2,1,"He hasn't tried the initial recommendation, so I would start there again",5,3,5,NA,4,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,5,4,NA,NA,NA,NA,NA,"","","",6,"Dave","WhiteLowMale",NA,NA,NA,NA,3,5,4,4,3,"Needs additional prompting and maybe reminders to follow through with treatment plan. 
Encouraged him to try treatment plan and made him aware he may not feel better if he doesn't.
Somewhat noncompliant ",NA,NA,1,NA,NA,"Low","NPPA",NA,1,7,3,10,"Family practice ","Nurse practitioner ",5,NA,95,"Masters degree",1,36,"",485511254,"White"
"1499",1499,"R_1CqCOzMaoHiPPB7",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I would tell him to try prescribed treatment and that nothing else would be done until he did that. ",NA,NA,NA,NA,2,NA,2,NA,4,2,2,2,4,2,4,43,"Female",NA,1,NA,NA,9,7,NA,NA,3,3,NA,5,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,1,7,8,2,1,"They are both low risk and are usually first line for lower back pain.  ",4,2,5,NA,1,1,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,9,0,0,9,5,4,NA,NA,NA,NA,NA,"","","",6,"Dave","WhiteLowMale",NA,NA,NA,NA,2,5,2,4,5,"Patient presents for follow up regarding back pain. Was prescribed OTC Tylenol and Rx sent for lidocaine topical.  Has not tried either treatment and is still having low back pain.  Encouraged patient to try prescribed treatments and if no improvement in 1 week, return for another follow up. ",NA,NA,1,NA,NA,"Low","NPPA",NA,1,6,4,20,"Family medicine  ","APRN",6,NA,80,"Masters ",1,36,"",485518366,"White"
"1500",1500,"R_1CqCOzMaoHiPPB7",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I would tell him to try prescribed treatment and that nothing else would be done until he did that. ",NA,NA,NA,NA,2,NA,2,NA,4,2,2,2,4,2,4,43,"Female",NA,1,NA,NA,9,7,NA,NA,3,3,NA,5,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,2,7,8,2,1,"He has yet to try these so they will be resent. ",5,2,5,NA,4,3,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,9,0,0,9,5,4,NA,NA,NA,NA,NA,"","","",6,"Dave","WhiteLowMale",NA,NA,NA,NA,1,4,3,3,3,"Back for follow up.  Did not use prescribed treatments and is still having back pain.  Explained to him that there was nothing else that could be done if he wasn’t willing to follow the treatment plan.  He was told to use OTC Tylenol and lidocaine topical and return if not better but only if he tried these therapies. ",NA,NA,1,NA,NA,"Low","NPPA",NA,1,6,4,20,"Family medicine  ","APRN",6,NA,80,"Masters ",1,36,"",485518366,"White"
"1501",1501,"R_10VGIB8nv0WTHu2",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Would emphasize current POC",NA,NA,NA,NA,3,NA,3,NA,3,2,2,2,2,3,4,64,"Female",NA,1,NA,NA,8,7,NA,NA,1,2,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,1,7,8,2,1,"The guidelines recommend this first level.",5,3,5,NA,3,3,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,6,3,NA,NA,NA,NA,NA,"","","",3,"Dave","WhiteHighMale",NA,NA,NA,NA,3,3,4,3,3,"Patient continues without improvement.
He has not followed through with recommendations.
Need to pursue why he has not.",NA,NA,1,NA,NA,"High","NPPA",NA,1,4,3,41,"Family practice","FNP",26,NA,82,"Doctorate",1,51,"",485520446,"White"
"1502",1502,"R_10VGIB8nv0WTHu2",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Would emphasize current POC",NA,NA,NA,NA,3,NA,3,NA,3,2,2,2,2,3,4,64,"Female",NA,1,NA,NA,8,7,NA,NA,1,2,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,2,7,8,2,1,"Recommended need by guidelines.",5,1,5,NA,4,4,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,6,3,NA,NA,NA,NA,NA,"","","",3,"Dave","WhiteHighMale",NA,NA,NA,NA,4,3,3,4,3,"Pain has not improved.
Patient states slipped his mind.
Question what his expectations are.",NA,NA,1,NA,NA,"High","NPPA",NA,1,4,3,41,"Family practice","FNP",26,NA,82,"Doctorate",1,51,"",485520446,"White"
"1503",1503,"R_WBQJukk4mLEb077",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Find out why he has not tried treatment yet ",NA,NA,NA,NA,4,NA,2,NA,5,4,4,4,4,4,4,34,"Female",NA,2,NA,NA,7,7,NA,NA,2,3,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,2,1,2,1,1,6,7,3,1.5,"Mild to moderate pain ",4,3,5,NA,1,3,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,8,0,0,0,8,8,3,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteHighMale",NA,NA,NA,NA,2,4,1,4,3,"Assess response to current treatment
May escalate treatment if enough trials been given to current treatment
Assess patient motivation ",NA,NA,1,NA,NA,"High","NPPA",NA,1,5,3,8,"GI","NP",8,NA,100,"Master",1,5,"",485517277,"White"
"1504",1504,"R_WBQJukk4mLEb077",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Find out why he has not tried treatment yet ",NA,NA,NA,NA,4,NA,2,NA,5,4,4,4,4,4,4,34,"Female",NA,2,NA,NA,7,7,NA,NA,2,3,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,2,1,2,1,2,5,8,3,1.5,"Topical and oral",4,4,5,NA,2,3,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,8,0,0,0,8,8,3,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteHighMale",NA,NA,NA,NA,2,4,3,4,4,"Assess patient willingness, underlying cause to not trying treatment ",NA,NA,1,NA,NA,"High","NPPA",NA,1,5,3,8,"GI","NP",8,NA,100,"Master",1,5,"",485517277,"White"
"1505",1505,"R_2SDGorTre0pFbqo",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Have a discussion about what he feels is holding him back from making progress toward improved health outcomes.",NA,NA,NA,NA,3,NA,2,NA,4,3,2,2,2,2,3,35,"Female",NA,1,NA,NA,8,7,NA,NA,3,4,NA,2,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,2,1,1,7,8,2,1,"First of all, I would need much more information to make this clinical decision. Secondly, Acetaminophen would be a first line option along with some type of physical therapy, heat/ice, etc for acute back pain. ",4,3,3,NA,1,1,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,5,3,NA,NA,NA,NA,NA,"","","",5,"Dave","WhiteLowMale",NA,NA,NA,NA,2,5,1,4,3,"Dave's pain has continued and neither improved nor become worse and he has had difficulty finding time to implement therapy.
We will add tramadol to his tylenol regimen to improve pain relief and discussed other tx modalities with pt as well, such as heat/ice, PT, ibuprofen, gentle massage, body mechanics, etc.
F/u in 3 weeks.",NA,NA,1,NA,NA,"Low","NPPA",NA,1,6,6,10,"family practice","FNP-BC",10,NA,86,"masters degree",1,44,"",485516069,"White"
"1506",1506,"R_2SDGorTre0pFbqo",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Have a discussion about what he feels is holding him back from making progress toward improved health outcomes.",NA,NA,NA,NA,3,NA,2,NA,4,3,2,2,2,2,3,35,"Female",NA,1,NA,NA,8,7,NA,NA,3,4,NA,2,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,2,1,2,6,7,3,1.5,"Again, I would need more information to make the most appropriate choice for Dave and would actually consider some other options before tramadol besides tylenol (such as muscle relaxer, ibuprofen, etc). Given that tramadol was my only next option, I would choose to increase therapy intensity by adding tramadol to tylenol use along with other modalities of pain relief.",5,3,4,NA,1,3,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,5,3,NA,NA,NA,NA,NA,"","","",5,"Dave","WhiteLowMale",NA,NA,NA,NA,3,5,4,3,3,"No change in treatment plan at this time, as he has not yet tried any treatment.
Encouraged pt to make his health a priority so his symptoms do not become worse.
F/u in 3 weeks.",NA,NA,1,NA,NA,"Low","NPPA",NA,1,6,6,10,"family practice","FNP-BC",10,NA,86,"masters degree",1,44,"",485516069,"White"
"1507",1507,"R_3fI6boh7VUYw7Eg",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Time to have a discussion about his motivation to help himself with pain and recommendations made.",NA,NA,NA,NA,1,NA,2,NA,6,1,1,1,5,1,5,46,"Female",NA,1,NA,NA,7,7,NA,NA,2,2,NA,5,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,1,7,8,2,1,"Conversation so far did not say what patient has tried.  Would start more conservative at first.",5,2,5,NA,1,1,2,5,3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On",0,0,0,0,0,0,0,0,0,0,11,11,9,5,NA,NA,NA,NA,NA,"","","",5,"Dave","WhiteHighMale",NA,NA,NA,NA,2,5,4,4,3,"We discussed the recommendations from first visit - plan was not followed by patient.
No relief of pain.
Discussed with patients that same recommendations are made today.  
Discussed ways to help compliance.  
Follow up as we have discussed if symptoms worsen or persist ",NA,NA,1,NA,NA,"High","NPPA",NA,1,5,5,22,"Primary care","Physician assistant",2,NA,80,"Bachelors ",1,14,"",485514668,"White"
"1508",1508,"R_3fI6boh7VUYw7Eg",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Time to have a discussion about his motivation to help himself with pain and recommendations made.",NA,NA,NA,NA,1,NA,2,NA,6,1,1,1,5,1,5,46,"Female",NA,1,NA,NA,7,7,NA,NA,2,2,NA,5,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,2,7,8,2,1,"Still has not tried the first recommendations",5,2,5,NA,1,3,1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On",0,0,0,0,0,0,0,0,0,0,11,11,9,5,NA,NA,NA,NA,NA,"","","",5,"Dave","WhiteHighMale",NA,NA,NA,NA,4,5,5,3,3,"Patient is back for third visit for back pain.  Patient continues to complain that pain is not resolving.  Again, patient has not tried any of the recommendations made at first two visit.
Discussed with patient that he will have to try to help himself by trying the recommendations that have been made.
Discussed motivation to try to improve pain.",NA,NA,1,NA,NA,"High","NPPA",NA,1,5,5,22,"Primary care","Physician assistant",2,NA,80,"Bachelors ",1,14,"",485514668,"White"
"1509",1509,"R_3HOKQAWVDuBr6mO",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ultrasound, UA reinforced education",NA,NA,NA,NA,3,NA,2,NA,3,2,2,2,4,2,4,36,"Male",NA,1,NA,NA,7,6,NA,NA,NA,NA,NA,5,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,1,7,8,2,1,"conservative first line therapy, until further diagnostic testing can take place",4,2,4,NA,2,2,2,5,3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,9,0,0,9,5,4,NA,NA,NA,NA,NA,"","","",3,"Dave","WhiteLowMale",NA,NA,NA,NA,2,5,3,4,3,"Patient presents with left flank pain. Recommended tylenol and topical lidocaine to help with symptoms. Potential need for ultrasound to rule out kidney stone and or MSK related.
Patient has no improvement with pain and has not utilized pain reduction techniques. 
Recommend using OTC tylenol to help until further testing is completed",NA,NA,1,NA,NA,"Low","NPPA",NA,1,7,5,13,"Family practice","FNP-C",4,NA,31,"MSN",1,3,"",485519206,"White"
"1510",1510,"R_3HOKQAWVDuBr6mO",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ultrasound, UA reinforced education",NA,NA,NA,NA,3,NA,2,NA,3,2,2,2,4,2,4,36,"Male",NA,1,NA,NA,7,6,NA,NA,NA,NA,NA,5,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,2,7,8,2,1,"No further worsening of pain and no initial interventions took place. Resume conservative therapy until further information is provided",4,2,4,NA,1,2,2,5,3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,9,0,0,9,5,4,NA,NA,NA,NA,NA,"","","",3,"Dave","WhiteLowMale",NA,NA,NA,NA,2,5,2,4,3,"Patient presents with continued left flank pain. Has not seen improvement with pain since last visit. Did not take OTC pain relief. Unable to find other variables leading to discomfort.
Recommend ultrasound to rule out kidney stone. 
Lifestyle modifications- minimize soda/energy drinks, push fluids, rest",NA,NA,1,NA,NA,"Low","NPPA",NA,1,7,5,13,"Family practice","FNP-C",4,NA,31,"MSN",1,3,"",485519206,"White"
"1511",1511,"R_3HpmOCpaChFhufs",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Consult with a specialist ",NA,NA,NA,NA,2,NA,2,NA,5,4,4,4,3,3,3,38,"Male",NA,1,NA,NA,8,6,NA,NA,2,2,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,2,2,2,2,1,5,6,4,2,"To help control the pain level but not enough that a strong medication is needed. We can also use other alternatives/options to help control pain. ",2,3,3,NA,2,3,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,0,10,0,10,7,3,NA,NA,NA,NA,NA,"","","",2,"Dave","WhiteHighMale",NA,NA,NA,NA,2,4,3,3,3,"Pain control
Discussing alternative treatments 
Develop pain contract/expectations",NA,NA,1,NA,NA,"High","NPPA",NA,1,4,6,15,"Family medicine","Nurse practitioner ",7,NA,99,"Masters of nursing ",1,37,"",485517866,"White"
"1512",1512,"R_3HpmOCpaChFhufs",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Consult with a specialist ",NA,NA,NA,NA,2,NA,2,NA,5,4,4,4,3,3,3,38,"Male",NA,1,NA,NA,8,6,NA,NA,2,2,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,2,2,2,2,2,5,6,4,2,"Enough to help control the pain but also the ability to try alternative options. ",4,3,2,NA,3,4,2,5,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,0,10,0,10,7,3,NA,NA,NA,NA,NA,"","","",2,"Dave","WhiteHighMale",NA,NA,NA,NA,2,4,3,2,3,"Compliance
Motivation
Alternative options",NA,NA,1,NA,NA,"High","NPPA",NA,1,4,6,15,"Family medicine","Nurse practitioner ",7,NA,99,"Masters of nursing ",1,37,"",485517866,"White"
"1513",1513,"R_2tAb7Kj3NujFu19",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Discuss with him that in order to see what treatments are effective for him, he needs to take charge of his own health by remembering to follow advised treatment plans. Suggest physical therapy as an option also. ",NA,NA,NA,NA,4,NA,2,NA,3,1,1,1,4,1,4,37,"Female",NA,2,NA,NA,6,5,NA,NA,3,3,NA,4,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,1,7,8,2,1,"Dull pain described by patient ",5,3,5,NA,2,4,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On",0,0,0,0,0,0,0,0,0,0,11,11,3,2,NA,NA,NA,NA,NA,"","","",3,"Dave","WhiteLowMale",NA,NA,NA,NA,1,4,4,5,3,"Patient reports dull pain to lower back. 
Advised topical lidocaine and apap during initial visit. 
Patient states hasn’t tried these measures due to lack of time in his schedule. ",NA,NA,1,NA,NA,"Low","NPPA",NA,1,6,3,21,"","NP",6,NA,60,"Post graduate ",1,5,"",485516011,"White"
"1514",1514,"R_2tAb7Kj3NujFu19",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Discuss with him that in order to see what treatments are effective for him, he needs to take charge of his own health by remembering to follow advised treatment plans. Suggest physical therapy as an option also. ",NA,NA,NA,NA,4,NA,2,NA,3,1,1,1,4,1,4,37,"Female",NA,2,NA,NA,6,5,NA,NA,3,3,NA,4,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,2,7,8,2,1,"He hadn’t tried the treatments as initially advised. Needs to start with these treatment first. ",5,3,5,NA,4,5,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On",0,0,0,0,0,0,0,0,0,0,11,11,3,2,NA,NA,NA,NA,NA,"","","",3,"Dave","WhiteLowMale",NA,NA,NA,NA,2,4,4,4,3,"Patient continues to have lower back pain. 
Reports pain has not improved. 
Patient has not taken any recommended medication due to having “slipped” his mind. ",NA,NA,1,NA,NA,"Low","NPPA",NA,1,6,3,21,"","NP",6,NA,60,"Post graduate ",1,5,"",485516011,"White"
"1515",1515,"R_1ghaTXtFiB0SNmx",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Get more data",NA,NA,NA,NA,2,NA,2,NA,4,3,4,3,3,4,2,68,"Female",NA,1,NA,NA,8,6,NA,NA,3,3,NA,4,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,1,7,8,2,1,"I really don't have enough data to make a decision. What is tge diagnosis? Differential diagnoses? 
Has he been tested for kidney disorder? Did he get injured? What other symptoms does he have? Did I miss something in the scenario? I would not treat him until I have a fairly good idea why he has pain. To be prudent, I can't assume its from lifting. ",3,3,5,NA,1,2,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On",0,0,0,0,0,0,0,0,0,0,11,11,5,3,NA,NA,NA,NA,NA,"","","",2,"Dave","WhiteLowMale",NA,NA,NA,NA,2,5,2,4,3,"Need a thorough medical history and teleheatlh exam. May need labs if above us suspicious for genitourinary disorder. ",NA,NA,1,NA,NA,"Low","NPPA",NA,1,5,3,42,"Family practice","Nurse practitioner",42,NA,43,"Doctorate",1,51,"",485519786,"White"
"1516",1516,"R_1ghaTXtFiB0SNmx",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Get more data",NA,NA,NA,NA,2,NA,2,NA,4,3,4,3,3,4,2,68,"Female",NA,1,NA,NA,8,6,NA,NA,3,3,NA,4,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,2,7,8,2,1,"Least harmful. Usually not contraindicated. A first step that may give him some relief. Can always add more later. ",3,3,4,NA,1,3,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On",0,0,0,0,0,0,0,0,0,0,11,11,5,3,NA,NA,NA,NA,NA,"","","",2,"Dave","WhiteLowMale",NA,NA,NA,NA,3,5,3,3,3,"I cannot answer any more questions to this silly survey. ",NA,NA,1,NA,NA,"Low","NPPA",NA,1,5,3,42,"Family practice","Nurse practitioner",42,NA,43,"Doctorate",1,51,"",485519786,"White"
"1517",1517,"R_DUmNpgL2DF7SJLb",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Obtain imaging and start physical therapy",NA,NA,NA,NA,3,NA,2,NA,3,3,3,4,2,4,4,58,"Female",NA,1,NA,NA,8,5,NA,NA,3,4,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,4,2,2,2,1,1,6,6,3,"Weak opioids and non opioid treatment",4,3,4,NA,1,3,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,8,0,0,0,8,5,4,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteHighMale",NA,NA,NA,NA,3,4,3,3,3,"Continue tramadol
Schedule mri lumbar spine
Consider referral to pain management",NA,NA,1,NA,NA,"High","NPPA",NA,1,7,4,31,"Primary cart","Adult nurse oractitiner",21,NA,87,"Masters degree ",1,33,"",485519659,"White"
"1518",1518,"R_DUmNpgL2DF7SJLb",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Obtain imaging and start physical therapy",NA,NA,NA,NA,3,NA,2,NA,3,3,3,4,2,4,4,58,"Female",NA,1,NA,NA,8,5,NA,NA,3,4,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,4,2,2,2,2,5,6,4,2,"Need more information and more testing ",4,4,4,NA,3,3,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,8,0,0,0,8,5,4,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteHighMale",NA,NA,NA,NA,3,4,3,3,3,"Non compliant with medication 
Consider starting physical therapy",NA,NA,1,NA,NA,"High","NPPA",NA,1,7,4,31,"Primary cart","Adult nurse oractitiner",21,NA,87,"Masters degree ",1,33,"",485519659,"White"
"1519",1519,"R_PuryMXaz6LZJWxj",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tell him that he needs to start with recommendations otherwise I can’t help him if he doesn’t follow directions ",NA,NA,NA,NA,1,NA,3,NA,5,5,5,5,1,5,1,50,"Female",NA,4,NA,NA,8,7,NA,NA,4,2,NA,5,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,2,1,1,7,8,2,1,"First step, he didn’t Stste he had taken anything otc at home",5,3,5,NA,1,3,1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On",0,0,0,0,0,0,0,0,0,0,11,11,8,5,NA,NA,NA,NA,NA,"","","",7,"Dave","WhiteHighMale",NA,NA,NA,NA,1,4,4,4,4,"Pain has worsened
Has not followed recommendations from last visit
Didn’t take any meds",NA,NA,1,NA,NA,"High","NPPA",NA,1,8,3,26,"Family","APRN",6,NA,100,"MSN",1,10,"",485516978,"White"
